student_id,student_name,exam_id,exam_name,department,hall_name,seat_number,exam_date,exam_time,qr_code_id
STU0080,Kevin Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-A,A-8-3,2025-01-25,09:30,QR-STU0080
STU0081,Timothy Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-A,A-8-4,2025-01-25,09:30,QR-STU0081
STU0082,William Hernandez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-A,A-8-5,2025-01-25,09:30,QR-STU0082
STU0083,Emily Robinson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-A,A-9-1,2025-01-25,09:30,QR-STU0083
STU0084,Amanda Adams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-A,A-9-2,2025-01-25,09:30,QR-STU0084
STU0085,Edward Allen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-A,A-9-3,2025-01-25,09:30,QR-STU0085
STU0086,Jeffrey Martinez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-A,A-9-4,2025-01-25,09:30,QR-STU0086
STU0087,Sandra Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-A,A-9-5,2025-01-25,09:30,QR-STU0087
STU0088,Robert Smith,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-A,A-10-1,2025-01-25,09:30,QR-STU0088
STU0089,Karen Walker,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-A,A-10-2,2025-01-25,09:30,QR-STU0089
STU009,Student 9,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-A,A-10-3,2025-01-25,09:30,QR-STU009
STU0090,Emily King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-A,A-10-4,2025-01-25,09:30,QR-STU0090
STU0091,Karen Thomas,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-A,A-10-5,2025-01-25,09:30,QR-STU0091
STU0092,Christopher Flores,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-1-1,2025-01-25,09:30,QR-STU0092
STU0093,Kimberly Garcia,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-1-2,2025-01-25,09:30,QR-STU0093
STU0094,David Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-1-3,2025-01-25,09:30,QR-STU0094
STU0095,Kevin Williams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-1-4,2025-01-25,09:30,QR-STU0095
STU0096,Robert Lopez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-1-5,2025-01-25,09:30,QR-STU0096
STU0097,William Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-2-1,2025-01-25,09:30,QR-STU0097
STU0098,Mary Miller,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-2-2,2025-01-25,09:30,QR-STU0098
STU0099,Jason Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-2-3,2025-01-25,09:30,QR-STU0099
STU010,Student 10,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-2-4,2025-01-25,09:30,QR-STU010
STU0100,Christopher Taylor,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-2-5,2025-01-25,09:30,QR-STU0100
STU0101,George Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-3-1,2025-01-25,09:30,QR-STU0101
STU0102,Jennifer Gonzalez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-3-2,2025-01-25,09:30,QR-STU0102
STU0103,Elizabeth Clark,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-3-3,2025-01-25,09:30,QR-STU0103
STU0104,Margaret Jones,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-3-4,2025-01-25,09:30,QR-STU0104
STU0105,James Jackson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-3-5,2025-01-25,09:30,QR-STU0105
STU0106,Lisa Clark,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-4-1,2025-01-25,09:30,QR-STU0106
STU0107,Michael Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-4-2,2025-01-25,09:30,QR-STU0107
STU0108,Carol Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-4-3,2025-01-25,09:30,QR-STU0108
STU0109,Andrew Lopez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-4-4,2025-01-25,09:30,QR-STU0109
STU011,Student 11,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-4-5,2025-01-25,09:30,QR-STU011
STU0110,Kenneth King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-5-1,2025-01-25,09:30,QR-STU0110
STU0111,Paul Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-5-2,2025-01-25,09:30,QR-STU0111
STU0112,Kenneth Williams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-5-3,2025-01-25,09:30,QR-STU0112
STU0113,Carol Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-5-4,2025-01-25,09:30,QR-STU0113
STU0114,Christopher Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-5-5,2025-01-25,09:30,QR-STU0114
STU0115,Jessica King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-6-1,2025-01-25,09:30,QR-STU0115
STU0116,Christopher Flores,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-6-2,2025-01-25,09:30,QR-STU0116
STU0117,Nancy Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-6-3,2025-01-25,09:30,QR-STU0117
STU0118,Patricia Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-6-4,2025-01-25,09:30,QR-STU0118
STU0119,Amanda King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-6-5,2025-01-25,09:30,QR-STU0119
STU012,Student 12,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-7-1,2025-01-25,09:30,QR-STU012
STU0120,Joshua Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-7-2,2025-01-25,09:30,QR-STU0120
STU0121,Susan Martinez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-7-3,2025-01-25,09:30,QR-STU0121
STU0122,Kenneth Wilson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-7-4,2025-01-25,09:30,QR-STU0122
STU0123,Margaret Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-7-5,2025-01-25,09:30,QR-STU0123
STU0124,Kenneth Miller,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-8-1,2025-01-25,09:30,QR-STU0124
STU0125,Timothy Taylor,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-8-2,2025-01-25,09:30,QR-STU0125
STU0126,James Nguyen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-8-3,2025-01-25,09:30,QR-STU0126
STU0127,Emily Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-8-4,2025-01-25,09:30,QR-STU0127
STU0128,Jessica Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-8-5,2025-01-25,09:30,QR-STU0128
STU0129,Michelle Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-9-1,2025-01-25,09:30,QR-STU0129
STU013,Student 13,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-9-2,2025-01-25,09:30,QR-STU013
STU0130,John Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-9-3,2025-01-25,09:30,QR-STU0130
STU0131,Jennifer Campbell,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-9-4,2025-01-25,09:30,QR-STU0131
STU0132,Margaret Anderson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-B,B-9-5,2025-01-25,09:30,QR-STU0132
STU0133,Joshua Nelson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-B,B-10-1,2025-01-25,09:30,QR-STU0133
STU0134,Paul King,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-B,B-10-2,2025-01-25,09:30,QR-STU0134
STU0135,Paul Hernandez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-B,B-10-3,2025-01-25,09:30,QR-STU0135
STU0136,Jane Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-B,B-10-4,2025-01-25,09:30,QR-STU0136
STU0137,David Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-B,B-10-5,2025-01-25,09:30,QR-STU0137
STU0138,Ashley Miller,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-1-1,2025-01-25,09:30,QR-STU0138
STU0139,Sandra Flores,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-1-2,2025-01-25,09:30,QR-STU0139
STU014,Student 14,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-1-3,2025-01-25,09:30,QR-STU014
STU0140,Donna Hernandez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-1-4,2025-01-25,09:30,QR-STU0140
STU0141,Jane Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-1-5,2025-01-25,09:30,QR-STU0141
STU0142,Betty Wright,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-2-1,2025-01-25,09:30,QR-STU0142
STU0143,William Johnson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-2-2,2025-01-25,09:30,QR-STU0143
STU0144,Nancy Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-2-3,2025-01-25,09:30,QR-STU0144
STU0145,Mark Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-2-4,2025-01-25,09:30,QR-STU0145
STU0146,Michelle Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-2-5,2025-01-25,09:30,QR-STU0146
STU0147,Christopher Garcia,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-3-1,2025-01-25,09:30,QR-STU0147
STU0148,Paul Walker,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-3-2,2025-01-25,09:30,QR-STU0148
STU0149,Michael Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-3-3,2025-01-25,09:30,QR-STU0149
STU015,Student 15,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-3-4,2025-01-25,09:30,QR-STU015
STU0150,Donna Smith,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-3-5,2025-01-25,09:30,QR-STU0150
STU0151,Daniel Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-4-1,2025-01-25,09:30,QR-STU0151
STU0152,Susan Torres,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-4-2,2025-01-25,09:30,QR-STU0152
STU0153,Betty Gonzalez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-4-3,2025-01-25,09:30,QR-STU0153
STU0154,Daniel Hernandez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-4-4,2025-01-25,09:30,QR-STU0154
STU0155,Emily Moore,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-4-5,2025-01-25,09:30,QR-STU0155
STU0156,Margaret White,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-5-1,2025-01-25,09:30,QR-STU0156
STU0157,Robert Lewis,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-5-2,2025-01-25,09:30,QR-STU0157
STU0158,Emily Rodriguez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-5-3,2025-01-25,09:30,QR-STU0158
STU0159,Kevin Hill,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-5-4,2025-01-25,09:30,QR-STU0159
STU016,Student 16,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-5-5,2025-01-25,09:30,QR-STU016
STU0160,Donna Allen,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-6-1,2025-01-25,09:30,QR-STU0160
STU0161,Emily Adams,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-6-2,2025-01-25,09:30,QR-STU0161
STU0162,Brian Johnson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-6-3,2025-01-25,09:30,QR-STU0162
STU0163,Patricia Moore,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-6-4,2025-01-25,09:30,QR-STU0163
STU0164,Anthony Nelson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-6-5,2025-01-25,09:30,QR-STU0164
STU0165,Christopher Rivera,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-7-1,2025-01-25,09:30,QR-STU0165
STU0166,Steven Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-7-2,2025-01-25,09:30,QR-STU0166
STU0167,Emily Hill,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-7-3,2025-01-25,09:30,QR-STU0167
STU0168,Andrew Harris,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-7-4,2025-01-25,09:30,QR-STU0168
STU0169,George Jackson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-7-5,2025-01-25,09:30,QR-STU0169
STU017,Student 17,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-8-1,2025-01-25,09:30,QR-STU017
STU0170,Christopher Perez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-8-2,2025-01-25,09:30,QR-STU0170
STU0171,Robert Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-8-3,2025-01-25,09:30,QR-STU0171
STU0172,Kimberly Thomas,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-8-4,2025-01-25,09:30,QR-STU0172
STU0173,Jeffrey Rodriguez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-8-5,2025-01-25,09:30,QR-STU0173
STU0174,Kevin Miller,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-9-1,2025-01-25,09:30,QR-STU0174
STU0175,Kevin Martin,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-9-2,2025-01-25,09:30,QR-STU0175
STU0176,Donald Roberts,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-9-3,2025-01-25,09:30,QR-STU0176
STU0177,Mary White,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-9-4,2025-01-25,09:30,QR-STU0177
STU0178,Matthew Young,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-C,C-9-5,2025-01-25,09:30,QR-STU0178
STU0179,Jessica Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-C,C-10-1,2025-01-25,09:30,QR-STU0179
STU018,Student 18,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-C,C-10-2,2025-01-25,09:30,QR-STU018
STU0180,Christopher Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-C,C-10-3,2025-01-25,09:30,QR-STU0180
STU0181,Susan Moore,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-C,C-10-4,2025-01-25,09:30,QR-STU0181
STU0182,Patricia Hall,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,IT,HALL-C,C-10-5,2025-01-25,09:30,QR-STU0182
STU0183,Brian Hill,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CSE,HALL-D,D-1-1,2025-01-25,09:30,QR-STU0183
STU0184,Kenneth Thompson,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,ECE,HALL-D,D-1-2,2025-01-25,09:30,QR-STU0184
STU0185,James Brown,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,MECH,HALL-D,D-1-3,2025-01-25,09:30,QR-STU0185
STU0186,Margaret Sanchez,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,CIVIL,HALL-D,D-1-4,2025-01-25,09:30,QR-STU0186
STU0187,Andrew Green,85f0d55a-c961-4fdd-8351-cef10fdfd5d6,CSE23 MID1 Exam,EEE,HALL-D,D-1-5,2025-01-25,09:30,QR-STU0187
